time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-06-19,33.3,25.2,1.60,51,9.1
2025-06-20,31.3,24.9,3.00,61,9.3
2025-06-21,33.6,26.2,0.70,53,9.1
2025-06-22,33.6,24.5,1.40,51,7.7
2025-06-23,33.0,24.3,6.00,61,8.2
2025-06-24,33.5,25.3,0.50,51,8.7
2025-06-25,32.4,25.0,14.00,63,9.0
2025-06-26,33.6,25.5,0.40,51,8.4
2025-06-27,32.5,24.9,1.50,53,11.5
2025-06-28,33.4,24.7,10.10,63,9.6
2025-06-29,27.9,24.5,52.60,65,6.9
2025-06-30,29.9,23.9,5.20,63,11.0
2025-07-01,32.1,24.3,1.20,51,5.1
2025-07-02,33.6,24.0,3.70,63,9.4
2025-07-03,31.5,24.4,5.70,61,8.7
2025-07-04,31.6,24.7,1.70,53,8.3
2025-07-05,31.4,25.6,0.40,51,8.3
2025-07-06,32.8,25.3,5.20,61,10.9
2025-07-07,33.2,24.6,16.00,63,11.0
2025-07-08,32.4,24.5,8.20,61,9.6
2025-07-09,30.8,24.0,25.40,63,8.7
2025-07-10,29.6,23.0,10.90,61,6.9
2025-07-11,32.0,23.8,0.10,51,6.2
2025-07-12,33.7,23.6,0.20,51,6.9
2025-07-13,32.3,24.1,5.10,63,9.3
2025-07-14,31.5,23.6,12.10,63,5.9
2025-07-15,32.7,23.9,3.10,53,15.2
2025-07-16,29.9,23.5,5.90,61,8.4
2025-07-17,30.3,25.9,1.40,51,6.9
2025-07-18,31.4,25.1,1.60,53,5.8
2025-07-19,32.7,23.6,0.40,51,12.3
2025-07-20,32.9,24.7,1.50,53,9.4
2025-07-21,27.3,25.0,48.10,63,5.7
2025-07-22,32.0,25.3,0.00,3,8.3
2025-07-23,31.8,24.7,4.10,55,8.3
2025-07-24,32.7,24.3,0.00,3,5.6
2025-07-25,34.7,24.3,0.60,51,7.3
2025-07-26,33.7,25.1,0.50,51,8.0
2025-07-27,32.6,25.4,0.10,51,7.7
2025-07-28,31.4,26.0,6.80,63,7.4
2025-07-29,31.7,26.2,2.70,51,7.0
2025-07-30,30.6,24.4,26.50,65,8.7
2025-07-31,30.3,24.8,35.70,65,9.9
2025-08-01,30.5,25.2,6.80,63,6.4
2025-08-02,31.9,23.9,3.00,55,9.2
2025-08-03,29.7,24.6,9.50,63,8.2
2025-08-04,26.9,23.9,23.90,63,6.6
2025-08-05,26.9,24.6,26.80,63,7.3
2025-08-06,29.3,23.7,23.90,63,5.2
2025-08-07,33.2,22.2,0.60,53,12.7
2025-08-08,31.2,23.5,4.40,55,7.0
2025-08-09,31.0,25.8,1.80,51,8.2
2025-08-10,30.2,23.8,3.10,61,9.4
2025-08-11,29.4,24.8,18.70,63,9.8
2025-08-12,31.1,25.2,3.40,55,10.3
2025-08-13,31.8,25.0,1.50,53,7.6
2025-08-14,27.6,25.1,23.50,63,7.3
2025-08-15,31.3,24.5,0.20,51,7.8
2025-08-16,NaN,NaN,NaN,NaN,NaN
2025-08-17,NaN,NaN,NaN,NaN,NaN
