time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-03-25,36.1,19.9,0.00,0,11.6
2025-03-26,38.4,21.5,0.00,0,13.2
2025-03-27,38.3,21.9,0.00,1,21.2
2025-03-28,33.4,22.9,0.00,0,19.3
2025-03-29,31.3,17.3,0.00,3,17.1
2025-03-30,33.3,18.2,0.00,3,12.4
2025-03-31,34.7,17.7,0.00,0,11.4
2025-04-01,34.8,19.3,0.00,1,14.7
2025-04-02,36.1,20.2,0.00,0,12.8
2025-04-03,36.9,21.7,0.00,2,12.1
2025-04-04,37.9,22.6,0.00,0,17.3
2025-04-05,36.9,22.2,0.00,0,15.3
2025-04-06,39.0,23.0,0.00,0,14.3
2025-04-07,40.9,24.9,0.00,0,10.4
2025-04-08,40.7,25.6,0.00,0,14.3
2025-04-09,40.7,26.7,0.00,2,13.2
2025-04-10,39.3,25.8,0.00,3,17.2
2025-04-11,36.3,23.2,0.40,51,23.5
2025-04-12,36.5,22.2,0.00,3,13.7
2025-04-13,36.9,23.8,0.00,1,11.6
2025-04-14,36.8,24.3,0.00,0,12.5
2025-04-15,37.5,24.5,0.00,0,13.2
2025-04-16,38.7,24.9,0.00,1,10.4
2025-04-17,41.1,26.1,0.00,1,14.0
2025-04-18,42.2,25.8,0.00,1,15.5
2025-04-19,40.9,27.5,0.00,2,19.0
2025-04-20,41.2,27.0,0.00,0,16.9
2025-04-21,41.4,26.8,0.00,0,15.0
2025-04-22,41.1,25.6,0.00,0,17.3
2025-04-23,40.8,24.4,0.00,0,13.9
2025-04-24,41.9,24.8,0.00,0,17.6
2025-04-25,43.0,25.4,0.00,3,19.1
2025-04-26,41.7,26.2,0.00,3,24.4
2025-04-27,40.3,27.5,0.00,3,12.4
2025-04-28,41.2,25.6,0.00,2,18.7
2025-04-29,39.3,25.5,0.00,2,17.1
2025-04-30,38.3,26.6,0.00,3,15.1
2025-05-01,38.8,25.6,0.00,3,19.3
2025-05-02,31.0,23.3,4.10,63,15.1
2025-05-03,37.4,24.2,0.00,3,15.6
2025-05-04,36.4,26.1,0.00,3,12.6
2025-05-05,37.9,25.1,0.00,3,12.0
2025-05-06,35.5,23.7,0.00,3,11.5
2025-05-07,33.2,23.6,1.40,53,19.5
2025-05-08,32.9,24.3,0.60,53,13.7
2025-05-09,35.8,24.0,0.10,51,8.9
2025-05-10,38.3,26.1,0.80,53,14.9
2025-05-11,39.6,25.5,0.00,3,15.3
2025-05-12,39.9,26.5,0.00,3,14.5
2025-05-13,40.8,27.7,0.00,3,13.6
2025-05-14,42.7,28.3,0.00,2,17.1
2025-05-15,42.5,28.1,0.00,1,13.5
2025-05-16,43.7,28.0,0.00,2,21.9
2025-05-17,41.7,28.8,0.00,3,23.0
2025-05-18,43.3,29.4,0.00,1,18.1
2025-05-19,41.3,28.4,0.00,2,12.5
2025-05-20,45.0,29.1,0.00,1,15.2
2025-05-21,42.8,28.6,0.00,1,18.9
2025-05-22,38.2,27.2,0.00,0,15.4
2025-05-23,39.4,27.8,0.00,0,16.8
2025-05-24,39.2,29.5,0.00,1,18.7
2025-05-25,36.7,26.3,0.10,51,16.7
2025-05-26,36.5,24.3,12.60,63,23.8
2025-05-27,36.1,25.9,1.40,53,10.9
2025-05-28,37.3,27.6,0.00,0,11.3
2025-05-29,37.9,27.3,0.40,51,8.5
2025-05-30,37.4,27.4,0.10,51,17.5
2025-05-31,38.8,27.4,0.00,3,15.2
2025-06-01,37.5,27.4,0.00,3,19.5
2025-06-02,37.1,26.5,1.40,55,13.7
2025-06-03,35.5,26.2,0.00,3,12.7
2025-06-04,36.6,23.8,3.10,63,14.0
2025-06-05,37.0,24.5,0.00,3,11.8
