time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-04-13,36.9,22.2,0.00,1,17.1
2025-04-14,36.7,23.3,0.00,0,10.4
2025-04-15,36.7,24.3,0.00,0,11.3
2025-04-16,38.1,25.7,0.00,2,11.7
2025-04-17,41.1,25.4,0.00,3,15.0
2025-04-18,42.1,27.3,0.00,1,15.5
2025-04-19,39.7,27.4,0.00,0,17.5
2025-04-20,39.1,27.6,0.00,3,15.2
2025-04-21,38.1,26.5,0.00,0,15.8
2025-04-22,38.6,26.0,0.00,0,14.0
2025-04-23,38.7,25.2,0.00,0,13.7
2025-04-24,39.7,26.1,0.00,0,18.2
2025-04-25,40.6,28.4,0.00,2,13.6
2025-04-26,39.9,28.4,0.00,3,16.4
2025-04-27,39.6,26.8,0.00,1,9.2
2025-04-28,40.8,26.5,0.00,0,15.1
2025-04-29,39.9,24.5,0.00,1,12.6
2025-04-30,39.4,25.4,0.10,51,25.0
2025-05-01,39.6,25.8,0.00,3,12.8
2025-05-02,36.0,25.7,0.30,51,20.0
2025-05-03,35.2,24.2,2.00,55,11.9
2025-05-04,35.6,24.0,0.00,3,9.5
2025-05-05,35.6,23.0,0.00,3,10.7
2025-05-06,33.1,21.7,0.20,51,17.8
2025-05-07,32.2,22.2,0.80,53,15.0
2025-05-08,32.0,23.3,2.80,61,11.5
2025-05-09,34.5,22.6,0.50,53,8.7
2025-05-10,36.0,24.5,0.10,51,12.4
2025-05-11,38.1,25.0,0.00,3,9.6
2025-05-12,38.5,25.6,0.00,2,11.8
2025-05-13,39.3,27.2,0.00,2,14.9
2025-05-14,39.9,26.8,0.00,1,15.0
2025-05-15,40.5,27.5,0.00,1,15.7
2025-05-16,41.3,28.9,0.00,1,16.4
2025-05-17,42.0,29.8,0.00,1,16.7
2025-05-18,42.2,30.2,0.00,2,17.1
2025-05-19,41.9,30.6,0.00,1,16.3
2025-05-20,42.2,30.5,0.00,1,18.4
2025-05-21,43.2,31.2,0.00,1,16.0
2025-05-22,41.8,27.3,0.00,1,15.5
2025-05-23,42.0,28.0,0.00,3,12.3
2025-05-24,40.7,28.5,0.00,1,16.8
2025-05-25,38.1,24.7,0.00,1,15.3
2025-05-26,38.6,25.3,0.00,1,14.1
2025-05-27,38.4,27.9,0.00,2,13.6
2025-05-28,40.8,28.9,0.00,3,12.5
2025-05-29,38.4,30.2,0.10,51,8.6
2025-05-30,38.5,28.2,0.70,53,20.3
2025-05-31,38.9,28.5,0.00,3,18.0
2025-06-01,38.0,29.0,0.00,2,17.6
2025-06-02,36.3,25.3,0.10,51,17.0
2025-06-03,29.3,23.3,11.20,63,10.7
2025-06-04,34.7,22.2,0.00,3,15.1
2025-06-05,34.6,22.4,0.00,1,7.1
2025-06-06,37.1,23.8,0.00,1,18.0
2025-06-07,40.2,26.3,0.00,1,15.9
2025-06-08,41.2,28.1,0.00,1,16.8
2025-06-09,42.1,30.5,0.00,0,18.4
2025-06-10,42.0,30.5,0.00,0,18.4
2025-06-11,43.3,30.8,0.00,3,18.0
2025-06-12,44.0,29.3,0.00,2,14.7
2025-06-13,41.9,30.6,0.00,1,12.6
2025-06-14,41.3,30.1,0.00,2,9.8
2025-06-15,39.2,29.5,0.80,53,16.4
2025-06-16,34.6,25.2,10.70,63,17.7
2025-06-17,36.2,24.8,20.90,63,18.3
2025-06-18,31.5,25.1,2.00,53,12.4
2025-06-19,33.5,25.4,2.80,53,8.3
2025-06-20,29.0,25.0,14.30,63,13.4
2025-06-21,33.3,24.3,6.50,63,7.8
2025-06-22,33.6,25.6,0.50,51,9.1
2025-06-23,35.1,25.8,1.70,53,15.9
2025-06-24,34.8,25.6,3.30,63,13.3
2025-06-25,33.3,24.6,5.00,63,15.4
2025-06-26,33.8,26.0,0.40,51,14.8
2025-06-27,33.2,25.8,2.40,55,11.5
2025-06-28,33.1,25.8,0.00,3,10.0
2025-06-29,33.2,25.3,2.40,55,9.7
2025-06-30,32.2,25.7,0.30,51,13.9
2025-07-01,31.9,25.5,17.60,65,13.1
2025-07-02,33.0,24.4,2.90,53,11.9
2025-07-03,32.2,24.6,4.00,61,9.7
2025-07-04,32.9,25.0,4.30,61,11.8
2025-07-05,32.5,25.0,5.90,63,11.3
2025-07-06,33.3,24.9,6.10,63,6.7
2025-07-07,32.1,24.8,2.30,53,8.9
2025-07-08,34.0,25.7,0.00,3,10.5
2025-07-09,32.8,26.1,3.20,63,11.1
2025-07-10,26.9,24.4,11.10,61,10.4
2025-07-11,31.0,24.4,5.10,63,12.4
2025-07-12,31.1,22.9,28.40,65,15.3
2025-07-13,31.0,23.4,4.40,61,11.9
2025-07-14,27.8,23.8,57.90,65,14.1
2025-07-15,31.2,23.2,21.40,63,16.1
2025-07-16,32.0,24.9,0.40,51,11.9
2025-07-17,29.9,24.4,7.40,61,10.3
2025-07-18,30.4,24.2,25.10,63,17.8
2025-07-19,29.3,23.7,4.20,53,24.3
2025-07-20,31.3,24.0,0.00,3,11.6
2025-07-21,30.2,25.2,0.40,51,7.8
2025-07-22,32.2,26.0,4.70,63,9.5
2025-07-23,30.3,25.7,7.10,63,12.1
2025-07-24,32.3,25.2,0.30,51,10.7
2025-07-25,33.4,25.7,0.80,53,11.4
2025-07-26,31.1,25.7,5.20,63,11.9
2025-07-27,32.3,24.9,11.90,63,12.5
2025-07-28,32.5,25.8,2.20,55,11.4
2025-07-29,32.3,25.6,4.20,61,12.7
2025-07-30,27.4,24.5,42.60,63,11.6
2025-07-31,27.9,24.2,7.00,55,12.9
2025-08-01,31.0,23.9,1.30,53,14.7
2025-08-02,31.9,24.8,0.70,51,13.5
2025-08-03,32.0,25.6,4.60,63,11.8
2025-08-04,31.8,25.3,0.00,3,13.2
2025-08-05,31.9,25.2,1.30,55,15.7
2025-08-06,31.7,24.3,0.50,51,14.2
2025-08-07,32.1,24.2,0.50,51,12.8
2025-08-08,32.7,24.5,0.00,3,13.0
2025-08-09,31.6,25.0,0.10,51,12.0
2025-08-10,32.3,25.1,0.10,51,12.8
2025-08-11,32.5,25.5,0.10,51,13.5
2025-08-12,32.9,25.7,0.00,3,12.8
2025-08-13,33.2,25.4,0.40,51,10.5
2025-08-14,30.1,25.9,4.20,61,7.4
2025-08-15,31.3,24.5,0.40,51,6.9
2025-08-16,NaN,NaN,NaN,NaN,NaN
2025-08-17,NaN,NaN,NaN,NaN,NaN
