time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),weathercode (wmo code),windspeed_10m_max (km/h)
2025-02-25,30.0,17.5,0.00,3,8.7
2025-02-26,31.0,18.7,0.00,3,11.2
2025-02-27,32.9,19.6,0.00,3,18.4
2025-02-28,32.2,20.1,0.00,3,19.7
2025-03-01,30.8,20.2,0.00,3,18.5
2025-03-02,29.6,18.2,0.00,0,11.8
2025-03-03,31.7,18.0,0.00,2,13.8
2025-03-04,27.8,17.3,0.00,3,18.8
2025-03-05,28.4,13.3,0.00,0,16.6
2025-03-06,31.4,14.5,0.00,0,13.2
2025-03-07,34.4,17.3,0.00,0,14.8
2025-03-08,34.6,19.2,0.00,0,13.1
2025-03-09,34.8,19.9,0.00,2,10.1
2025-03-10,35.2,21.3,0.00,3,14.3
2025-03-11,37.0,22.3,0.00,3,17.4
2025-03-12,35.7,22.0,0.00,3,16.2
2025-03-13,35.0,20.3,0.00,1,21.4
2025-03-14,34.4,21.3,0.00,0,20.8
2025-03-15,33.6,22.0,0.00,2,20.6
2025-03-16,31.9,21.1,0.00,0,16.3
2025-03-17,32.1,19.3,0.00,3,14.0
2025-03-18,31.1,19.3,0.00,3,12.4
2025-03-19,32.6,18.4,0.00,0,10.8
2025-03-20,31.9,19.7,0.00,2,11.3
2025-03-21,31.6,21.2,0.00,2,14.2
2025-03-22,34.5,20.2,0.00,0,8.7
2025-03-23,34.6,21.9,0.00,0,11.2
2025-03-24,35.5,21.9,0.00,0,11.7
2025-03-25,36.2,20.9,0.00,0,17.1
2025-03-26,36.5,21.0,0.00,0,18.9
2025-03-27,34.6,21.9,0.00,1,21.1
2025-03-28,31.9,20.1,0.00,1,18.7
2025-03-29,31.8,17.9,0.00,0,14.6
2025-03-30,34.0,18.6,0.00,0,11.4
2025-03-31,34.5,20.4,0.00,0,13.9
2025-04-01,35.3,21.9,0.00,0,13.4
2025-04-02,35.4,21.6,0.00,3,13.1
2025-04-03,36.5,20.7,0.00,0,18.3
2025-04-04,37.8,21.7,0.00,0,21.9
2025-04-05,38.4,24.2,0.00,0,18.2
2025-04-06,39.7,26.9,0.00,0,17.6
2025-04-07,40.5,28.5,0.00,0,25.4
2025-04-08,41.1,28.7,0.00,3,19.9
2025-04-09,40.3,29.7,0.00,1,24.4
2025-04-10,38.8,28.1,0.00,3,26.5
2025-04-11,35.3,25.4,0.00,3,32.1
2025-04-12,37.1,22.0,0.00,1,14.3
2025-04-13,38.3,24.5,0.00,0,17.1
2025-04-14,39.7,27.1,0.00,1,19.2
2025-04-15,40.8,25.8,0.00,2,15.6
2025-04-16,40.6,25.4,0.00,3,15.9
2025-04-17,41.0,26.7,0.00,3,16.3
2025-04-18,40.7,27.1,0.00,0,21.0
2025-04-19,37.0,26.3,0.00,0,21.7
2025-04-20,36.9,24.7,0.00,0,16.8
2025-04-21,38.1,21.8,0.00,0,13.6
2025-04-22,39.4,25.5,0.00,0,16.2
2025-04-23,38.7,26.5,0.00,0,15.8
2025-04-24,39.2,25.0,0.00,0,17.0
2025-04-25,39.1,26.9,0.00,0,17.8
2025-04-26,38.2,26.5,0.00,2,21.2
2025-04-27,39.6,24.1,0.00,1,22.0
2025-04-28,41.1,25.6,0.00,1,17.0
2025-04-29,41.3,28.3,0.00,1,21.3
2025-04-30,41.4,27.2,0.00,2,16.2
2025-05-01,41.3,26.2,0.00,3,19.1
2025-05-02,40.3,27.4,0.00,3,20.7
2025-05-03,39.5,27.4,0.00,3,20.4
2025-05-04,37.1,25.2,0.00,3,23.9
2025-05-05,32.4,22.2,6.90,63,15.3
2025-05-06,30.2,19.7,3.50,53,23.3
2025-05-07,29.9,18.9,1.80,53,11.1
2025-05-08,29.9,20.0,11.20,63,13.5
2025-05-09,31.3,21.0,0.40,51,20.4
2025-05-10,33.1,21.4,0.40,51,9.8
2025-05-11,33.2,23.6,1.30,61,14.0
2025-05-12,34.6,23.3,1.90,61,12.0
2025-05-13,34.4,22.9,0.80,53,16.3
2025-05-14,36.1,24.7,0.00,1,14.3
2025-05-15,36.7,23.4,0.00,1,12.1
2025-05-16,37.3,26.1,0.10,51,16.5
2025-05-17,36.9,25.3,0.00,1,14.5
2025-05-18,38.0,25.9,0.00,1,15.3
2025-05-19,37.9,27.5,0.80,53,14.3
2025-05-20,38.3,27.6,0.50,51,14.8
2025-05-21,38.4,26.4,0.00,1,13.3
2025-05-22,38.6,26.4,0.10,51,18.0
2025-05-23,39.5,26.6,0.00,1,16.2
2025-05-24,40.7,25.5,0.00,1,17.7
2025-05-25,39.2,25.7,0.00,1,15.1
2025-05-26,39.8,27.7,0.00,3,14.4
2025-05-27,39.8,27.1,0.00,3,16.6
2025-05-28,39.9,26.4,1.70,61,23.8
2025-05-29,35.2,25.5,0.30,51,14.9
2025-05-30,35.7,25.1,1.10,53,19.3
2025-05-31,34.6,23.8,0.00,2,21.1
2025-06-01,33.6,24.2,0.00,1,21.4
2025-06-02,33.0,23.7,0.40,51,18.9
2025-06-03,34.4,24.5,0.00,2,19.4
2025-06-04,34.7,23.3,0.00,2,11.9
2025-06-05,35.9,22.8,0.00,1,13.4
2025-06-06,36.7,26.1,0.00,1,15.6
2025-06-07,38.0,26.3,0.00,1,18.5
2025-06-08,39.0,26.2,0.00,0,23.5
2025-06-09,39.1,27.3,0.00,0,22.7
2025-06-10,39.5,27.9,0.00,2,20.4
2025-06-11,40.3,27.7,0.00,3,19.0
2025-06-12,40.7,29.0,0.00,3,19.7
2025-06-13,41.6,29.5,0.10,51,17.7
2025-06-14,35.7,29.0,2.70,61,9.0
2025-06-15,36.0,24.7,18.10,63,20.6
2025-06-16,34.6,24.0,4.30,63,16.0
2025-06-17,30.9,23.6,23.90,65,21.0
2025-06-18,31.5,24.3,23.10,63,15.9
2025-06-19,33.5,24.9,5.80,63,22.0
2025-06-20,31.7,24.6,1.20,53,23.6
2025-06-21,28.0,23.9,21.20,63,14.3
2025-06-22,32.0,24.1,4.50,63,13.2
2025-06-23,29.6,24.7,0.40,51,12.1
2025-06-24,31.1,24.3,9.90,63,14.3
2025-06-25,31.1,24.3,32.70,65,13.3
2025-06-26,31.2,23.4,8.50,63,13.7
2025-06-27,31.0,23.8,7.50,61,16.0
2025-06-28,30.3,23.2,2.60,53,19.0
2025-06-29,28.7,23.6,21.30,63,22.5
2025-06-30,28.4,23.7,8.80,63,18.8
2025-07-01,31.1,23.9,0.50,51,15.6
2025-07-02,25.4,23.8,58.80,65,15.7
2025-07-03,30.5,23.1,19.00,63,12.7
2025-07-04,30.8,23.8,0.80,51,14.7
2025-07-05,29.8,23.8,16.80,63,13.6
2025-07-06,30.8,23.4,4.80,55,13.5
2025-07-07,30.6,23.3,0.60,51,14.5
2025-07-08,30.2,22.7,0.50,51,14.3
2025-07-09,31.4,23.7,1.00,51,16.2
2025-07-10,30.5,23.7,0.00,3,13.0
2025-07-11,31.1,23.0,0.50,51,11.2
2025-07-12,30.9,24.0,1.50,53,10.6
2025-07-13,31.8,23.7,1.60,53,13.4
2025-07-14,26.8,23.4,26.20,63,23.6
2025-07-15,31.0,23.5,0.40,51,19.8
2025-07-16,30.8,24.0,0.20,51,13.5
2025-07-17,31.2,23.7,0.40,51,11.7
2025-07-18,25.7,23.8,30.80,63,13.6
2025-07-19,28.8,21.9,15.00,61,19.5
2025-07-20,29.8,22.3,1.70,51,14.3
2025-07-21,30.0,23.7,2.70,55,11.0
2025-07-22,31.1,24.8,7.40,61,11.2
2025-07-23,30.8,24.3,2.50,55,17.0
2025-07-24,30.7,24.0,1.70,51,15.2
2025-07-25,31.0,24.0,0.80,51,13.7
